zip	numberOfStdevsFromMean
68071	-0.3629629253718052
67460	0.0026492034208433985
96080	0.2793286522369018
10928	-0.372844334258093
45142	-0.3827257431443808
45140	-0.0665206587831712
09750	-0.4123699698032442
45146	-0.4123699698032442
45144	-0.4024885609169564
25818	-0.4123699698032442
96088	-0.3926071520306686
67467	-0.3629629253718052
67466	-0.4123699698032442
10930	-0.3827257431443808
67464	-0.4123699698032442
25812	-0.3432001075992296
25813	-0.28391165428150283
07503	0.9117388209593209
45174	-0.4123699698032442
07502	-0.372844334258093
07505	-0.26414883650892723
07504	-0.32343728982665404
45176	-0.372844334258093
07506	-0.11592770321461021
45171	-0.3926071520306686
45172	-0.4123699698032442
07508	-0.10604629432832241
46582	-0.3629629253718052
38583	-0.007232205465444402
38580	-0.4123699698032442
37454	-0.4123699698032442
46580	0.4571940121900822
38585	-0.3827257431443808
81152	-0.3827257431443808
34135	0.3089728788957652
25866	-0.3926071520306686
34134	0.1311075189425848
67455	-0.33331869871294184
81154	-0.4123699698032442
96013	-0.32343728982665404
67456	-0.3530815164855174
76950	-0.3530815164855174
76951	-0.4024885609169564
61790	-0.4024885609169564
96019	-0.33331869871294184
45177	0.3583799233272042
07501	-0.29379306316779064
07514	-0.056639249896883404
07513	-0.4024885609169564
46573	-0.33331869871294184
38570	-0.11592770321461021
46571	-0.3827257431443808
38571	-0.372844334258093
34141	-0.4123699698032442
38574	-0.4024885609169564
34142	-0.32343728982665404
34145	-0.10604629432832241
96025	-0.4123699698032442
81140	-0.3530815164855174
96020	-0.3432001075992296
75559	-0.4123699698032442
46574	-0.4024885609169564
96021	-0.29379306316779064
96022	-0.3530815164855174
67449	-0.3432001075992296
81149	-0.4123699698032442
45169	-0.3827257431443808
96027	-0.4024885609169564
96028	-0.3827257431443808
81147	-0.2048603831912004
07512	-0.125809112100898
45167	-0.3827257431443808
81144	-0.3530815164855174
75551	-0.26414883650892723
07524	-0.4024885609169564
34110	0.7338734610061406
38562	-0.372844334258093
38563	-0.372844334258093
96032	-0.3926071520306686
76932	-0.3926071520306686
25840	-0.28391165428150283
76934	-0.4024885609169564
34116	-0.13569052098718581
76933	-0.4123699698032442
76936	-0.4024885609169564
34114	-0.18509756541862482
81130	-0.3926071520306686
34113	-0.2443860187363516
25844	-0.3827257431443808
81131	-0.4024885609169564
67432	-0.2147417920774882
34112	-0.2048603831912004
25843	-0.4123699698032442
81132	-0.32343728982665404
07522	-0.4024885609169564
10901	1.5342675807954524
96039	-0.3926071520306686
81137	-0.3629629253718052
67439	-0.29379306316779064
34119	0.7536362787787162
61759	-0.4024885609169564
37421	2.4137129716750665
38551	-0.31355588094036624
34120	-0.3926071520306686
46595	-0.4123699698032442
76945	-0.4123699698032442
96041	-0.4123699698032442
76943	-0.3827257431443808
61764	0.1805145633740238
81120	-0.4123699698032442
25855	-0.4123699698032442
38556	-0.11592770321461021
67422	-0.4024885609169564
38555	0.862331776527882
38558	-0.3926071520306686
67420	-0.26414883650892723
96049	-0.4123699698032442
81125	-0.4123699698032442
81122	-0.3629629253718052
76941	-0.4123699698032442
61761	1.3860464475011354
67428	-0.4024885609169564
61760	-0.3827257431443808
46798	-0.4123699698032442
96122	-0.33331869871294184
23510	0.5362452832803846
23511	-0.32343728982665404
96120	-0.4123699698032442
25652	-0.4123699698032442
46797	-0.4123699698032442
23513	-0.33331869871294184
07451	-0.4123699698032442
07450	2.2160847939493107
23517	-0.18509756541862482
23518	-0.0665206587831712
07452	-0.2048603831912004
75693	-0.4024885609169564
75691	-0.4123699698032442
07457	-0.10604629432832241
01199	4.044145437912554
75692	-0.4123699698032442
02246	-0.4123699698032442
07456	-0.32343728982665404
07458	-0.2147417920774882
02241	-0.3926071520306686
46792	-0.4024885609169564
46793	-0.4024885609169564
85534	-0.4024885609169564
23502	2.739799464922564
85539	-0.4123699698032442
23503	-0.372844334258093
07442	-0.224623200963776
75684	-0.3926071520306686
23507	3.184462864805515
75686	-0.29379306316779064
23504	-0.28391165428150283
07440	-0.3432001075992296
02238	-0.3827257431443808
23505	0.9018574120730332
85532	-0.4123699698032442
07446	0.170633154487736
23508	-0.4024885609169564
07444	0.3484985144409164
75683	-0.4024885609169564
23509	-0.372844334258093
46773	-0.4123699698032442
39702	-0.15545333875976142
39701	-0.3827257431443808
46772	-0.4024885609169564
25674	-0.3827257431443808
22401	3.9156871223908123
46774	-0.25426742762263943
96103	-0.4123699698032442
46777	-0.3926071520306686
46776	-0.4123699698032442
85544	-0.3926071520306686
39705	0.9018574120730332
96101	-0.3827257431443808
85546	0.1607517456014482
85541	0.318854287782053
07432	0.1508703367151604
85540	-0.33331869871294184
07435	-0.372844334258093
22408	0.269447243350614
22407	0.5856523277118236
22406	-0.28391165428150283
22405	-0.10604629432832241
07430	-0.125809112100898
07436	-0.10604629432832241
07438	-0.33331869871294184
46770	-0.4024885609169564
25670	-0.4123699698032442
39710	-0.4024885609169564
46783	-0.3827257431443808
25667	-0.4123699698032442
23521	-0.4123699698032442
61910	-0.3530815164855174
25669	-0.4024885609169564
61911	-0.3629629253718052
46787	-0.4024885609169564
02214	-0.4123699698032442
07424	0.4077869677586432
85553	-0.4123699698032442
07423	-0.31355588094036624
90509	-0.10604629432832241
85552	-0.372844334258093
02211	-0.3827257431443808
07421	-0.3827257431443808
02218	-0.4123699698032442
90504	-0.29379306316779064
85550	-0.31355588094036624
07420	-0.3432001075992296
23529	-0.4123699698032442
90505	4.320824886728612
02216	-0.4024885609169564
90502	1.8899983007018133
90503	2.3741873361299155
02215	10.990775884972876
02210	-0.33331869871294184
07428	-0.4123699698032442
25661	-0.17521615653233702
45107	-0.3432001075992296
45106	-0.31355588094036624
35816	-0.25426742762263943
45101	-0.4123699698032442
35817	-0.4123699698032442
45103	-0.0368764321243078
45102	-0.31355588094036624
23551	-0.3827257431443808
46755	-0.13569052098718581
61920	-0.076402067669459
46750	0.1113447011700092
35810	-0.3530815164855174
35811	-0.33331869871294184
61919	-0.4123699698032442
25692	-0.4123699698032442
61914	-0.4123699698032442
90501	-0.0171136143517322
45118	-0.4123699698032442
35804	-0.4123699698032442
35805	0.170633154487736
35802	0.6647035988021259
35803	-0.29379306316779064
35809	-0.4024885609169564
45113	-0.3926071520306686
35806	-0.25426742762263943
46767	-0.3530815164855174
46765	-0.3827257431443808
39739	-0.4123699698032442
61933	-0.4123699698032442
46763	-0.4123699698032442
07481	0.0619376567385702
35801	7.285247552614953
46761	-0.26414883650892723
39735	-0.3827257431443808
07480	-0.27403024539521503
39730	-0.32343728982665404
61924	-0.4123699698032442
46737	-0.4123699698032442
46738	-0.3827257431443808
81301	1.7121329407486328
81303	-0.19497897430491262
39746	-0.4024885609169564
46730	-0.4123699698032442
07470	3.006597504852335
37604	4.745725468838987
37605	-0.4123699698032442
39744	-0.3432001075992296
46732	-0.4123699698032442
46733	-0.13569052098718581
61944	-0.2443860187363516
39747	-0.4024885609169564
61943	-0.4123699698032442
46735	-0.4123699698032442
61942	-0.4123699698032442
37601	0.9018574120730332
61937	-0.4024885609169564
61938	0.9018574120730332
39740	-0.4123699698032442
07465	-0.4024885609169564
46748	-0.3926071520306686
07463	0.022412021193419
37617	-0.3432001075992296
35824	-0.3926071520306686
07461	-0.31355588094036624
07462	-0.27403024539521503
37618	-0.3926071520306686
37615	0.2892100611231896
46741	-0.3629629253718052
07460	-0.4123699698032442
46740	-0.4123699698032442
61951	-0.31355588094036624
37614	-0.3432001075992296
39759	0.2595658344643262
61953	-0.3432001075992296
61956	-0.4024885609169564
46743	-0.4024885609169564
39750	-0.4024885609169564
39752	-0.4123699698032442
39762	-0.372844334258093
11940	-0.30367447205407844
11942	-0.4024885609169564
46711	-0.3530815164855174
11941	-0.4123699698032442
46710	-0.3629629253718052
01119	-0.3530815164855174
01118	0.615296554370687
11949	-0.15545333875976142
11944	-0.224623200963776
11946	-0.09616488544203461
46714	0.170633154487736
24592	0.46707542107637
24593	-0.4123699698032442
24595	-0.4123699698032442
39773	-0.19497897430491262
24590	-0.4024885609169564
11953	-0.32343728982665404
11952	-0.26414883650892723
46721	-0.3827257431443808
11951	-0.4123699698032442
11950	-0.4024885609169564
46723	-0.3629629253718052
01108	-0.28391165428150283
01109	-0.2443860187363516
01106	-0.11592770321461021
01107	2.4334757894476424
01104	1.7813028029526474
11959	-0.4024885609169564
11958	-0.4123699698032442
01105	-0.16533474764604922
01102	-0.4123699698032442
46725	-0.11592770321461021
01103	-0.13569052098718581
11955	-0.3926071520306686
01101	-0.4123699698032442
11954	-0.372844334258093
35870	-0.4123699698032442
22482	0.0421748389659946
22485	-0.30367447205407844
38704	-0.4123699698032442
38703	0.1805145633740238
11931	-0.32343728982665404
11930	-0.3926071520306686
38701	0.0421748389659946
46701	-0.4024885609169564
22473	-0.3827257431443808
11935	-0.3629629253718052
11934	-0.224623200963776
46703	-0.0665206587831712
82401	-0.25426742762263943
11933	-0.4024885609169564
46706	0.0026492034208433985
11932	-0.4024885609169564
11937	-0.2345046098500638
01151	-0.28391165428150283
22427	-0.372844334258093
95037	-0.0171136143517322
95035	-0.026995023238020003
95033	-0.3926071520306686
95032	1.9690495717921157
11980	-0.3827257431443808
95030	-0.007232205465444402
24563	-0.33331869871294184
24551	-0.08628347655574681
24550	-0.4123699698032442
01144	-0.30367447205407844
95023	0.071819065624858
95022	-0.4123699698032442
24557	-0.33331869871294184
24558	-0.4024885609169564
24555	-0.4024885609169564
95020	0.3583799233272042
95018	-0.3530815164855174
11967	-0.10604629432832241
11968	0.5461266921666724
22448	-0.4123699698032442
95019	-0.11592770321461021
95010	-0.0368764321243078
24588	-0.3827257431443808
24586	-0.4123699698032442
95014	0.1311075189425848
11961	-0.3827257431443808
11962	-0.4024885609169564
11963	-0.372844334258093
95012	-0.3827257431443808
22443	-0.3926071520306686
11964	-0.3926071520306686
85501	-0.026995023238020003
24571	-0.4123699698032442
24572	-0.2345046098500638
11978	-0.32343728982665404
95005	-0.3827257431443808
11976	-0.3827257431443808
11977	-0.4123699698032442
95006	-0.3926071520306686
01129	-0.32343728982665404
01128	-0.3926071520306686
95008	0.5066010566215212
11970	-0.4123699698032442
22435	-0.372844334258093
11971	-0.28391165428150283
24577	-0.3629629253718052
22432	-0.4123699698032442
11975	-0.3530815164855174
95003	-0.0171136143517322
11972	-0.4024885609169564
95002	-0.4123699698032442
95064	-0.4123699698032442
24631	-0.372844334258093
95065	1.7318957585212085
24630	-0.372844334258093
95062	0.8228061409827307
95066	-0.16533474764604922
38646	-0.3827257431443808
24639	-0.4123699698032442
24637	-0.372844334258093
95060	0.8030433232101551
24641	0.1607517456014482
95073	-0.11592770321461021
38637	-0.26414883650892723
95076	0.417668376644931
38634	-0.4123699698032442
38635	-0.33331869871294184
82331	-0.372844334258093
38632	-0.19497897430491262
95070	-0.2048603831912004
95046	-0.4024885609169564
38666	-0.3629629253718052
24656	-0.4024885609169564
31308	-0.4123699698032442
95045	-0.4123699698032442
38668	-0.19497897430491262
31305	-0.28391165428150283
74578	-0.32343728982665404
24651	-0.30367447205407844
74571	-0.09616488544203461
38664	-0.3926071520306686
38663	-0.25426742762263943
38654	0.022412021193419
76806	-0.4123699698032442
38655	1.2674695408656818
95051	0.4077869677586432
31314	-0.0665206587831712
76801	0.5066010566215212
95054	-0.3926071520306686
76802	-0.31355588094036624
38659	-0.4123699698032442
31316	-0.3827257431443808
31313	-0.007232205465444402
31312	-0.4123699698032442
95050	0.012530612307131199
38653	-0.4123699698032442
38652	0.1607517456014482
31320	-0.4123699698032442
11911	-0.4123699698032442
82301	-0.3629629253718052
31324	-0.17521615653233702
31321	-0.3827257431443808
31322	-0.16533474764604922
31328	-0.4123699698032442
38603	-0.3827257431443808
38606	-0.056639249896883404
31326	-0.076402067669459
31329	-0.28391165428150283
38601	-0.4123699698032442
11901	1.0500785453673502
24605	-0.026995023238020003
24606	-0.4123699698032442
31331	-0.3926071520306686
24609	-0.3530815164855174
74523	-0.32343728982665404
74525	-0.33331869871294184
38629	-0.4123699698032442
82324	-0.4123699698032442
24614	-0.224623200963776
24612	-0.4123699698032442
74538	-0.372844334258093
74536	-0.372844334258093
38627	-0.4123699698032442
08919	-0.4123699698032442
38618	-0.372844334258093
38611	-0.30367447205407844
38610	-0.4123699698032442
74547	-0.4123699698032442
38614	0.2595658344643262
00080	-0.4123699698032442
45030	-0.2443860187363516
45033	-0.4123699698032442
34275	-0.27403024539521503
61849	-0.4123699698032442
23462	2.8089693271265785
75602	-0.3926071520306686
67357	0.0915818833974336
61853	-0.224623200963776
76856	-0.4123699698032442
75601	1.642963078544618
61856	-0.29379306316779064
75606	-0.3827257431443808
76859	-0.4123699698032442
23464	0.417668376644931
67356	-0.3926071520306686
75604	-0.0368764321243078
75605	1.2378253142068183
81211	-0.28391165428150283
45036	-0.0171136143517322
81212	0.1903959722603116
45039	-0.28391165428150283
09636	-0.4024885609169564
08904	0.022412021193419
08903	-0.29379306316779064
08902	0.4275497855312188
08901	3.9552127579359633
61837	-0.4123699698032442
75608	-0.4024885609169564
34286	-0.372844334258093
34285	1.405809265273711
67349	-0.4024885609169564
61842	-0.4024885609169564
34287	-0.11592770321461021
67344	-0.4123699698032442
34288	-0.28391165428150283
34289	-0.4123699698032442
61846	-0.4123699698032442
81201	-0.0171136143517322
09630	-0.4123699698032442
45011	0.0619376567385702
09604	-0.4123699698032442
34293	-0.0368764321243078
34292	0.4473126033037944
23480	-0.4123699698032442
23484	-0.4123699698032442
23485	-0.4123699698032442
25702	0.7733990965512918
25703	-0.15545333875976142
23487	-0.4123699698032442
25701	2.799087918240291
81230	-0.2048603831912004
61874	-0.3530815164855174
76877	-0.3926071520306686
76878	-0.4123699698032442
61873	-0.4024885609169564
61870	-0.4123699698032442
10803	-0.32343728982665404
10804	-0.13569052098718581
10805	-0.3432001075992296
25709	-0.4123699698032442
45013	0.6449407810295503
45014	1.1587740431165159
81235	-0.3926071520306686
10801	1.751658576293784
25704	-0.29379306316779064
25705	0.7832805054375795
10802	-0.32343728982665404
45015	-0.3530815164855174
09617	-0.3827257431443808
61858	-0.4123699698032442
67361	-0.3827257431443808
61865	-0.4123699698032442
81220	-0.4123699698032442
75638	-0.3827257431443808
61866	-0.32343728982665404
75633	-0.26414883650892723
74502	-0.4123699698032442
74501	0.6745850076884138
61864	-0.4024885609169564
75630	-0.4123699698032442
81226	-0.3629629253718052
45005	0.318854287782053
45003	-0.4123699698032442
81224	-0.3827257431443808
81223	-0.4123699698032442
45001	-0.4123699698032442
45002	-0.3926071520306686
38685	-0.4123699698032442
34231	0.4374311944175066
38683	-0.3926071520306686
96150	0.3583799233272042
38680	-0.4123699698032442
07407	-0.0467578410105956
07403	-0.3827257431443808
07405	-0.076402067669459
07401	-0.33331869871294184
34239	4.874183784360729
75647	-0.32343728982665404
34238	0.0520562478522824
34237	0.170633154487736
75645	-0.4024885609169564
34236	0.2299216078054628
75644	-0.28391165428150283
34235	-0.3432001075992296
